alpha,success_prob,label
0.0,0.0,"tau=100, Fast"
0.002000200020002,0.0,"tau=100, Fast"
0.004000400040004,0.0,"tau=100, Fast"
0.006000600060006,0.0,"tau=100, Fast"
0.008000800080008,0.0,"tau=100, Fast"
0.010001000100010001,0.0,"tau=100, Fast"
0.012001200120012,0.0,"tau=100, Fast"
0.014001400140014001,0.0,"tau=100, Fast"
0.016001600160016,0.0,"tau=100, Fast"
0.018001800180018002,0.0,"tau=100, Fast"
0.020002000200020003,0.0,"tau=100, Fast"
0.022002200220022004,0.0,"tau=100, Fast"
0.024002400240024,0.0,"tau=100, Fast"
0.026002600260026,0.0,"tau=100, Fast"
0.028002800280028002,0.0,"tau=100, Fast"
0.030003000300030003,0.0,"tau=100, Fast"
0.032003200320032,0.0,"tau=100, Fast"
0.034003400340034004,0.0,"tau=100, Fast"
0.036003600360036005,0.0,"tau=100, Fast"
0.038003800380038005,0.0,"tau=100, Fast"
0.040004000400040006,0.0,"tau=100, Fast"
0.04200420042004201,0.0,"tau=100, Fast"
0.04400440044004401,0.0,"tau=100, Fast"
0.04600460046004601,0.0,"tau=100, Fast"
0.048004800480048,0.0,"tau=100, Fast"
0.05000500050005,0.0,"tau=100, Fast"
0.052005200520052,0.0,"tau=100, Fast"
0.054005400540054004,0.0,"tau=100, Fast"
0.056005600560056004,0.0,"tau=100, Fast"
0.058005800580058005,0.0,"tau=100, Fast"
0.060006000600060005,0.0,"tau=100, Fast"
0.062006200620062006,0.0,"tau=100, Fast"
0.064006400640064,0.0,"tau=100, Fast"
0.066006600660066,0.0,"tau=100, Fast"
0.06800680068006801,0.0,"tau=100, Fast"
0.07000700070007,0.0,"tau=100, Fast"
0.07200720072007201,0.0,"tau=100, Fast"
0.074007400740074,0.0,"tau=100, Fast"
0.07600760076007601,0.0,"tau=100, Fast"
0.078007800780078,0.0,"tau=100, Fast"
0.08000800080008001,0.0,"tau=100, Fast"
0.082008200820082,0.0,"tau=100, Fast"
0.08400840084008401,0.0,"tau=100, Fast"
0.086008600860086,0.0,"tau=100, Fast"
0.08800880088008801,0.0,"tau=100, Fast"
0.09000900090009001,0.0,"tau=100, Fast"
0.09200920092009202,0.0,"tau=100, Fast"
0.09400940094009401,0.0,"tau=100, Fast"
0.096009600960096,0.0,"tau=100, Fast"
0.09800980098009801,0.0,"tau=100, Fast"
0.1000100010001,0.0,"tau=100, Fast"
0.10201020102010201,0.0,"tau=100, Fast"
0.104010401040104,0.0,"tau=100, Fast"
0.10601060106010601,0.0,"tau=100, Fast"
0.10801080108010801,0.0,"tau=100, Fast"
0.11001100110011001,0.0,"tau=100, Fast"
0.11201120112011201,0.0,"tau=100, Fast"
0.11401140114011402,0.0,"tau=100, Fast"
0.11601160116011601,0.0,"tau=100, Fast"
0.11801180118011802,0.0,"tau=100, Fast"
0.12001200120012001,0.0,"tau=100, Fast"
0.12201220122012202,0.0,"tau=100, Fast"
0.12401240124012401,0.0,"tau=100, Fast"
0.126012601260126,0.0,"tau=100, Fast"
0.128012801280128,0.0,"tau=100, Fast"
0.13001300130013002,0.0,"tau=100, Fast"
0.132013201320132,0.0,"tau=100, Fast"
0.134013401340134,0.0,"tau=100, Fast"
0.13601360136013602,0.0,"tau=100, Fast"
0.13801380138013802,0.0,"tau=100, Fast"
0.14001400140014,0.0,"tau=100, Fast"
0.142014201420142,0.0,"tau=100, Fast"
0.14401440144014402,0.0,"tau=100, Fast"
0.14601460146014603,0.0,"tau=100, Fast"
0.148014801480148,0.0,"tau=100, Fast"
0.15001500150015,0.0,"tau=100, Fast"
0.15201520152015202,0.0,"tau=100, Fast"
0.15401540154015403,0.0,"tau=100, Fast"
0.156015601560156,0.0,"tau=100, Fast"
0.15801580158015802,0.0,"tau=100, Fast"
0.16001600160016002,0.0,"tau=100, Fast"
0.162016201620162,0.0,"tau=100, Fast"
0.164016401640164,0.0,"tau=100, Fast"
0.16601660166016602,0.0,"tau=100, Fast"
0.16801680168016803,0.0,"tau=100, Fast"
0.17001700170017,0.0,"tau=100, Fast"
0.172017201720172,0.0,"tau=100, Fast"
0.17401740174017402,0.0,"tau=100, Fast"
0.17601760176017603,0.0,"tau=100, Fast"
0.178017801780178,0.0,"tau=100, Fast"
0.18001800180018002,0.0,"tau=100, Fast"
0.18201820182018202,0.0,"tau=100, Fast"
0.18401840184018403,0.0,"tau=100, Fast"
0.186018601860186,0.0,"tau=100, Fast"
0.18801880188018802,0.0,"tau=100, Fast"
0.19001900190019003,0.0,"tau=100, Fast"
0.192019201920192,0.0,"tau=100, Fast"
0.19401940194019401,0.0,"tau=100, Fast"
0.19601960196019602,0.0,"tau=100, Fast"
0.19801980198019803,0.0,"tau=100, Fast"
0.2000200020002,0.0,"tau=100, Fast"
0.20202020202020202,0.0,"tau=100, Fast"
0.20402040204020402,0.0,"tau=100, Fast"
0.20602060206020603,0.0,"tau=100, Fast"
0.208020802080208,0.0,"tau=100, Fast"
0.21002100210021002,0.0,"tau=100, Fast"
0.21202120212021203,0.0,"tau=100, Fast"
0.21402140214021403,0.0,"tau=100, Fast"
0.21602160216021601,0.0,"tau=100, Fast"
0.21802180218021802,0.0,"tau=100, Fast"
0.22002200220022003,0.0,"tau=100, Fast"
0.222022202220222,0.0,"tau=100, Fast"
0.22402240224022402,0.0,"tau=100, Fast"
0.22602260226022602,0.0,"tau=100, Fast"
0.22802280228022803,0.0,"tau=100, Fast"
0.23002300230023,0.0,"tau=100, Fast"
0.23202320232023202,0.0,"tau=100, Fast"
0.23402340234023403,0.0,"tau=100, Fast"
0.23602360236023603,0.0,"tau=100, Fast"
0.23802380238023801,0.0,"tau=100, Fast"
0.24002400240024002,0.0,"tau=100, Fast"
0.24202420242024203,0.0,"tau=100, Fast"
0.24402440244024404,0.0,"tau=100, Fast"
0.24602460246024602,0.0,"tau=100, Fast"
0.24802480248024802,0.0,"tau=100, Fast"
0.25002500250025,0.0,"tau=100, Fast"
0.252025202520252,0.0,"tau=100, Fast"
0.254025402540254,0.0,"tau=100, Fast"
0.256025602560256,0.0,"tau=100, Fast"
0.25802580258025803,0.0,"tau=100, Fast"
0.26002600260026004,0.0,"tau=100, Fast"
0.26202620262026205,0.0,"tau=100, Fast"
0.264026402640264,0.0,"tau=100, Fast"
0.266026602660266,0.0,"tau=100, Fast"
0.268026802680268,0.0,"tau=100, Fast"
0.27002700270027,0.0,"tau=100, Fast"
0.27202720272027203,0.0,"tau=100, Fast"
0.27402740274027404,0.0,"tau=100, Fast"
0.27602760276027605,0.0,"tau=100, Fast"
0.27802780278027805,0.0,"tau=100, Fast"
0.28002800280028,0.0,"tau=100, Fast"
0.282028202820282,0.0,"tau=100, Fast"
0.284028402840284,0.0,"tau=100, Fast"
0.28602860286028603,0.0,"tau=100, Fast"
0.28802880288028804,0.0,"tau=100, Fast"
0.29002900290029004,0.0,"tau=100, Fast"
0.29202920292029205,0.0,"tau=100, Fast"
0.294029402940294,0.0,"tau=100, Fast"
0.296029602960296,0.0,"tau=100, Fast"
0.298029802980298,0.0,"tau=100, Fast"
0.3000300030003,0.0,"tau=100, Fast"
0.30203020302030203,0.0,"tau=100, Fast"
0.30403040304030404,0.0,"tau=100, Fast"
0.30603060306030605,0.0,"tau=100, Fast"
0.30803080308030806,0.0,"tau=100, Fast"
0.31003100310031,0.0,"tau=100, Fast"
0.312031203120312,0.0,"tau=100, Fast"
0.314031403140314,0.0,"tau=100, Fast"
0.31603160316031603,0.0,"tau=100, Fast"
0.31803180318031804,0.0,"tau=100, Fast"
0.32003200320032005,0.0,"tau=100, Fast"
0.32203220322032206,0.0,"tau=100, Fast"
0.324032403240324,0.0,"tau=100, Fast"
0.326032603260326,0.0,"tau=100, Fast"
0.328032803280328,0.0,"tau=100, Fast"
0.33003300330033003,0.0,"tau=100, Fast"
0.33203320332033204,0.0,"tau=100, Fast"
0.33403340334033405,0.0,"tau=100, Fast"
0.33603360336033605,0.0,"tau=100, Fast"
0.33803380338033806,0.0,"tau=100, Fast"
0.34003400340034,0.0,"tau=100, Fast"
0.342034203420342,0.0,"tau=100, Fast"
0.344034403440344,0.0,"tau=100, Fast"
0.34603460346034604,0.0,"tau=100, Fast"
0.34803480348034804,0.0,"tau=100, Fast"
0.35003500350035005,0.0,"tau=100, Fast"
0.35203520352035206,0.0,"tau=100, Fast"
0.354035403540354,0.0,"tau=100, Fast"
0.356035603560356,0.0,"tau=100, Fast"
0.358035803580358,0.0,"tau=100, Fast"
0.36003600360036003,0.0,"tau=100, Fast"
0.36203620362036204,0.0,"tau=100, Fast"
0.36403640364036405,0.0,"tau=100, Fast"
0.36603660366036606,0.0,"tau=100, Fast"
0.36803680368036806,0.0,"tau=100, Fast"
0.37003700370037,0.0,"tau=100, Fast"
0.372037203720372,0.0,"tau=100, Fast"
0.37403740374037403,0.0,"tau=100, Fast"
0.37603760376037604,0.0,"tau=100, Fast"
0.37803780378037805,0.0,"tau=100, Fast"
0.38003800380038005,0.0,"tau=100, Fast"
0.38203820382038206,0.0,"tau=100, Fast"
0.384038403840384,0.0,"tau=100, Fast"
0.386038603860386,0.0,"tau=100, Fast"
0.38803880388038803,0.0,"tau=100, Fast"
0.39003900390039004,0.0,"tau=100, Fast"
0.39203920392039204,0.0,"tau=100, Fast"
0.39403940394039405,0.0,"tau=100, Fast"
0.39603960396039606,0.0,"tau=100, Fast"
0.39803980398039807,0.0,"tau=100, Fast"
0.4000400040004,0.0,"tau=100, Fast"
0.402040204020402,0.0,"tau=100, Fast"
0.40404040404040403,0.0,"tau=100, Fast"
0.40604060406040604,0.0,"tau=100, Fast"
0.40804080408040805,0.0,"tau=100, Fast"
0.41004100410041006,0.0,"tau=100, Fast"
0.41204120412041206,0.0,"tau=100, Fast"
0.414041404140414,0.0,"tau=100, Fast"
0.416041604160416,0.0,"tau=100, Fast"
0.41804180418041803,0.0,"tau=100, Fast"
0.42004200420042004,0.0,"tau=100, Fast"
0.42204220422042205,0.0,"tau=100, Fast"
0.42404240424042405,0.0,"tau=100, Fast"
0.42604260426042606,0.0,"tau=100, Fast"
0.42804280428042807,0.0,"tau=100, Fast"
0.43004300430043,0.0,"tau=100, Fast"
0.43204320432043203,0.0,"tau=100, Fast"
0.43404340434043404,0.0,"tau=100, Fast"
0.43604360436043604,0.0,"tau=100, Fast"
0.43804380438043805,0.0,"tau=100, Fast"
0.44004400440044006,0.0,"tau=100, Fast"
0.44204420442044207,0.0,"tau=100, Fast"
0.444044404440444,0.0,"tau=100, Fast"
0.446044604460446,0.0,"tau=100, Fast"
0.44804480448044803,0.0,"tau=100, Fast"
0.45004500450045004,0.0,"tau=100, Fast"
0.45204520452045205,0.0,"tau=100, Fast"
0.45404540454045406,0.0,"tau=100, Fast"
0.45604560456045606,0.0,"tau=100, Fast"
0.45804580458045807,0.0,"tau=100, Fast"
0.46004600460046,0.0,"tau=100, Fast"
0.46204620462046203,0.0,"tau=100, Fast"
0.46404640464046404,0.0,"tau=100, Fast"
0.46604660466046605,0.0,"tau=100, Fast"
0.46804680468046805,0.0,"tau=100, Fast"
0.47004700470047006,0.0,"tau=100, Fast"
0.47204720472047207,0.0,"tau=100, Fast"
0.474047404740474,0.0,"tau=100, Fast"
0.47604760476047603,0.0,"tau=100, Fast"
0.47804780478047804,0.0,"tau=100, Fast"
0.48004800480048004,0.0,"tau=100, Fast"
0.48204820482048205,0.0,"tau=100, Fast"
0.48404840484048406,0.0,"tau=100, Fast"
0.48604860486048607,0.0,"tau=100, Fast"
0.4880488048804881,0.0,"tau=100, Fast"
0.49004900490049,0.0,"tau=100, Fast"
0.49204920492049203,0.0,"tau=100, Fast"
0.49404940494049404,0.0,"tau=100, Fast"
0.49604960496049605,0.0,"tau=100, Fast"
0.49804980498049806,0.0,"tau=100, Fast"
0.5000500050005,0.0,"tau=100, Fast"
0.502050205020502,0.0,"tau=100, Fast"
0.504050405040504,0.0,"tau=100, Fast"
0.506050605060506,0.0,"tau=100, Fast"
0.508050805080508,0.0,"tau=100, Fast"
0.51005100510051,0.0,"tau=100, Fast"
0.512051205120512,0.0,"tau=100, Fast"
0.5140514051405141,0.0,"tau=100, Fast"
0.5160516051605161,0.0,"tau=100, Fast"
0.5180518051805181,0.0,"tau=100, Fast"
0.5200520052005201,0.0,"tau=100, Fast"
0.5220522052205221,0.0,"tau=100, Fast"
0.5240524052405241,0.0,"tau=100, Fast"
0.5260526052605261,0.0,"tau=100, Fast"
0.528052805280528,0.0,"tau=100, Fast"
0.53005300530053,0.0,"tau=100, Fast"
0.532053205320532,0.0,"tau=100, Fast"
0.534053405340534,0.0,"tau=100, Fast"
0.536053605360536,0.0,"tau=100, Fast"
0.538053805380538,0.0,"tau=100, Fast"
0.54005400540054,0.0,"tau=100, Fast"
0.5420542054205421,0.0,"tau=100, Fast"
0.5440544054405441,0.0,"tau=100, Fast"
0.5460546054605461,0.0,"tau=100, Fast"
0.5480548054805481,0.0,"tau=100, Fast"
0.5500550055005501,0.0,"tau=100, Fast"
0.5520552055205521,0.0,"tau=100, Fast"
0.5540554055405541,0.0,"tau=100, Fast"
0.5560556055605561,0.0,"tau=100, Fast"
0.558055805580558,0.0,"tau=100, Fast"
0.56005600560056,0.0,"tau=100, Fast"
0.562056205620562,0.0,"tau=100, Fast"
0.564056405640564,0.0,"tau=100, Fast"
0.566056605660566,0.0,"tau=100, Fast"
0.568056805680568,0.0,"tau=100, Fast"
0.57005700570057,0.0,"tau=100, Fast"
0.5720572057205721,0.0,"tau=100, Fast"
0.5740574057405741,0.0,"tau=100, Fast"
0.5760576057605761,0.0,"tau=100, Fast"
0.5780578057805781,0.0,"tau=100, Fast"
0.5800580058005801,0.0,"tau=100, Fast"
0.5820582058205821,0.0,"tau=100, Fast"
0.5840584058405841,0.0,"tau=100, Fast"
0.5860586058605861,0.0,"tau=100, Fast"
0.588058805880588,0.0,"tau=100, Fast"
0.59005900590059,0.0,"tau=100, Fast"
0.592059205920592,0.0,"tau=100, Fast"
0.594059405940594,0.0,"tau=100, Fast"
0.596059605960596,0.0,"tau=100, Fast"
0.598059805980598,0.0,"tau=100, Fast"
0.6000600060006,0.0,"tau=100, Fast"
0.6020602060206021,0.0,"tau=100, Fast"
0.6040604060406041,0.0,"tau=100, Fast"
0.6060606060606061,0.0,"tau=100, Fast"
0.6080608060806081,0.0,"tau=100, Fast"
0.6100610061006101,0.0,"tau=100, Fast"
0.6120612061206121,0.0,"tau=100, Fast"
0.6140614061406141,0.0,"tau=100, Fast"
0.6160616061606161,0.0,"tau=100, Fast"
0.618061806180618,0.0,"tau=100, Fast"
0.62006200620062,0.0,"tau=100, Fast"
0.622062206220622,0.0,"tau=100, Fast"
0.624062406240624,0.0,"tau=100, Fast"
0.626062606260626,0.0,"tau=100, Fast"
0.628062806280628,0.0,"tau=100, Fast"
0.6300630063006301,0.0,"tau=100, Fast"
0.6320632063206321,0.0,"tau=100, Fast"
0.6340634063406341,0.0,"tau=100, Fast"
0.6360636063606361,0.0,"tau=100, Fast"
0.6380638063806381,0.0,"tau=100, Fast"
0.6400640064006401,0.0,"tau=100, Fast"
0.6420642064206421,0.0,"tau=100, Fast"
0.6440644064406441,0.0,"tau=100, Fast"
0.6460646064606461,0.0,"tau=100, Fast"
0.648064806480648,0.0,"tau=100, Fast"
0.65006500650065,0.0,"tau=100, Fast"
0.652065206520652,0.0,"tau=100, Fast"
0.654065406540654,0.0,"tau=100, Fast"
0.656065606560656,0.0,"tau=100, Fast"
0.658065806580658,0.0,"tau=100, Fast"
0.6600660066006601,0.0,"tau=100, Fast"
0.6620662066206621,0.0,"tau=100, Fast"
0.6640664066406641,0.0,"tau=100, Fast"
0.6660666066606661,0.0,"tau=100, Fast"
0.6680668066806681,0.0,"tau=100, Fast"
0.6700670067006701,0.0,"tau=100, Fast"
0.6720672067206721,0.0,"tau=100, Fast"
0.6740674067406741,0.0,"tau=100, Fast"
0.6760676067606761,0.0,"tau=100, Fast"
0.678067806780678,0.0,"tau=100, Fast"
0.68006800680068,0.0,"tau=100, Fast"
0.682068206820682,0.0,"tau=100, Fast"
0.684068406840684,0.0,"tau=100, Fast"
0.686068606860686,0.0,"tau=100, Fast"
0.688068806880688,0.0,"tau=100, Fast"
0.6900690069006901,0.0,"tau=100, Fast"
0.6920692069206921,0.0,"tau=100, Fast"
0.6940694069406941,0.0,"tau=100, Fast"
0.6960696069606961,0.0,"tau=100, Fast"
